시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
도화종합시장,상설장,인천광역시 미추홀구 석정로 279번길 7,인천광역시 미추홀구 도화동 104-23,매일,37.46867776,126.6665237,24,,,, , ,1983,,2020-12-07,3510500,인천광역시 미추홀구
동래시장,상설장,부산광역시 동래구 동래시장길 14 (복천동),부산광역시 동래구 복천동 229-28,매일,35.2038087186,129.085952,343,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,http://www.dongnaesijang.co.kr/,Y,Y,1970,051-552-1651,2020-10-12,3300000,부산광역시 동래구
온천시장,상설장,부산광역시 동래구 온천장로119번길 48 (온천동),부산광역시 동래구 온천동 147-6,매일,35.222231,129.082545,,,,-,Y,N,1971,051-555-8231,2020-10-12,3300000,부산광역시 동래구
금정상가시장,상설장,부산광역시 동래구 충렬대로108번길81 (온천동),부산광역시 동래구 온천동 1459-2,매일,35.2032525307,129.073795,36,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,N,1975,,2020-10-12,3300000,부산광역시 동래구
금강시장,상설장,부산광역시 동래구 아시아드대로208번길48 (온천동),부산광역시 동래구 온천동 1376-7,매일,35.2016289920,129.068568,50,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,N,1976,051-504-0910,2020-10-12,3300000,부산광역시 동래구
안락상가시장,상설장,부산광역시 동래구 충렬대로410번길 21 (안락동),부산광역시 동래구 안락2동 603-1,매일,35.195476,129.103308,48,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,N,1976,051-523-6587,2020-10-12,3300000,부산광역시 동래구
중앙시장,상설장,대구광역시 중구 경상감영길 101,대구광역시 중구 포정동 21-3,매일,35.8723631,128.5931135,40,잡화,온누리상품권+전자상품권,,Y,N,1972,053-257-3630,2019-06-27,6270000,대구광역시
송경종합시장,상설장,대구광역시 달서구 앞산순환로49길 73,대구광역시 달서구 송현동 1941-3,매일,35.82709823,128.5516371,20,,온누리상품권,,Y,N,1988,053-628-7515,2020-09-17,3470000,대구광역시 달서구
서대구시장,상설장,대구광역시 달서구 명덕로2길 30,대구광역시 달서구 두류동 1216-1,매일,35.86054734,128.5706868361,35,,온누리상품권,,Y,N,1970,053-626-9981,2020-09-17,3470000,대구광역시 달서구
서남신시장,상설장,"대구광역시 달서구 달구벌대로329길 32, (감삼동)",대구광역시 달서구 감삼동 56-18,매일,35.85506702,128.5456091,140,,온누리상품권,,Y,Y,2006,053-562-1222,2020-09-17,3470000,대구광역시 달서구
달서시장,상설장,대구광역시 달서구 당산로 35,대구광역시 달서구 본리동 145-5,매일,35.84019229,128.544245,212,,온누리상품권,,Y,Y,2006,053-527-5716,2020-09-17,3470000,대구광역시 달서구
와룡시장,상설장,대구광역시 달서구 성서서로 347-1,대구광역시 달서구 신당동 1763-9,매일,35.85623203,128.4996139,147,,온누리상품권,,Y,N,2006,053-587-3332,2020-09-17,3470000,대구광역시 달서구
월촌역시장,상설장,대구광역시 달서구 송현로12안길 38,대구광역시 달서구 송현동 1948-3,매일,35.82275165,128.5481762,53,,온누리상품권,,Y,Y,2007,053-629-0580,2020-09-17,3470000,대구광역시 달서구
대동시장,상설장,대구광역시 달서구 상원로 22-24,대구광역시 달서구 상인동 1472-1,매일,35.81166724,128.5377867,100,,온누리상품권,,Y,N,2007,053-631-6820,2020-09-17,3470000,대구광역시 달서구
대곡시장,상설장,대구광역시 달서구 도원로 24,대구광역시 달서구 도원동 1432,매일,35.80758561,128.5354576,72,,온누리상품권,,Y,N,2007,053-638-1195,2020-09-17,3470000,대구광역시 달서구
도원시장,상설장,대구광역시 달서구 도원로동길 8,대구광역시 달서구 도원동 1437-1,매일,35.80757105,128.5367188986,54,,온누리상품권,,Y,N,2007,,2020-09-17,3470000,대구광역시 달서구
상원시장,상설장,대구광역시 달서구 상인로 9,대구광역시 달서구 상인동 1582-4,매일,35.8090281,128.5512905,77,,온누리상품권,,Y,N,2008,053-631-4663,2020-09-17,3470000,대구광역시 달서구
성서용산시장,상설장,대구광역시 달서구 성지로 66-1,대구광역시 달서구 용산동 421-1,매일,35.85513886,128.5213738,106,,온누리상품권,,Y,N,2009,053-583-0233,2020-09-17,3470000,대구광역시 달서구
용산종합큰시장,상설장,대구광역시 달서구 달구벌대로301길 175,대구광역시 달서구 용산동 933-6,매일,35.8576639,128.531333,60,,온누리상품권,,Y,N,2010,053-557-9098,2020-09-17,3470000,대구광역시 달서구
대구예전우시장,상설장,대구광역시 달서구 야외음악당로47길 105,대구광역시 달서구 두류동 136-5,매일,35.8583988940,128.5616025635,73,,온누리상품권,,Y,N,2011,053-656-5716,2020-09-17,3470000,대구광역시 달서구
월배신시장,상설장,대구광역시 달서구 월배로24길 13,대구광역시 달서구 진천동 241-3,매일,35.81407487,128.5273978066,53,,온누리상품권,,Y,N,2013,053-632-3265,2020-09-17,3470000,대구광역시 달서구
신내당시장 상점가,상설장,대구광역시 달서구 달구벌대로 1726-16,대구광역시 달서구 두류동 489-6,매일,35.8557976813,128.5545711,78,,온누리상품권,,Y,N,2009,053-629-8015,2020-09-17,3470000,대구광역시 달서구
성서아울렛타운,상설장,대구광역시 달서구 달서대로 447,대구광역시 달서구 호림동 21-3,매일,35.83921358,128.4912158,88,,온누리상품권,,Y,N,2013,053-586-1164,2020-09-17,3470000,대구광역시 달서구
월성청구,상설장,대구광역시 달서구 학산로 17,대구광역시 달서구 월성동 89-2,매일,35.82753343,128.5311094,24,,온누리상품권,,Y,Y,1993,,2020-09-17,3470000,대구광역시 달서구
달서송림,상설장,대구광역시 달서구 구마로 176,대구광역시 달서구 본동 225-1,매일,35.83686255,128.547067,18,,온누리상품권,,Y,N,1983,053-624-1271,2020-09-17,3470000,대구광역시 달서구
성서보성화성상가,상설장,대구광역시 달서구 계대동문로 99,대구광역시 달서구 이곡동 1191,매일,35.85566336,128.5041165,10,,온누리상품권,,Y,N,1994,053-582-5236,2020-09-17,3470000,대구광역시 달서구
보성은하상가,상설장,대구광역시 달서구 월곡로 320,대구광역시 달서구 상인동 42,매일,35.82358041,128.5342978335,18,,온누리상품권,,Y,N,1994,053-638-0552,2020-09-17,3470000,대구광역시 달서구
상인영남화성상가,상설장,대구광역시 달서구 상인서로 76,대구광역시 달서구 상인동 1517,매일,35.81651286,128.5425779,31,,온누리상품권,,Y,N,1993,053-637-1407,2020-09-17,3470000,대구광역시 달서구
두류신시장,상설장,대구광역시 달서구 당산동길 27,대구광역시 달서구 성당동 706-21,매일,35.84527578,128.5462282,69,,온누리상품권,,N,N,2015,,2020-09-17,3470000,대구광역시 달서구
두류젊음의 광장,상설장,대구광역시 달서구 달구벌대로344길 1,대구광역시 달서구 두류동 490-5,매일,35.85602103,128.5537755,53,,온누리상품권,,N,N,2015,053-651-2200,2020-09-17,3470000,대구광역시 달서구
우산월곡시장,상설장,광주광역시 광산구 사암로 300,광주광역시 광산구 월곡동 687-3,매일,35.171229,126.809659,67,"농산물, 축산물, 수산물, 공산품, 음식점 등",온누리상품권,,Y,Y,1998,062-951-6114,2019-06-05,6290000,광주광역시
우산매일시장,상설장,광주광역시 광산구 무진대로231번길 29-17,광주광역시 광산구 우산동 1577-2,매일,35.1634225,126.8051071,48,"농산물,축산물, 수산물, 공산품, 의류업, 음식점 등",온누리상품권,,Y,N,1913,,2019-06-05,6290000,광주광역시
담양시장,5일장,전라남도 담양군 담양읍 담주4길 44-6,전라남도 담양군 담양읍 담주리 5-2,5일장,35.32321366,126.980723,120,농수산물 외,담양사랑상품권+온누리상품권,www.damyang.go.kr,Y,Y,1917,061-380-3046,2020-10-14,4850000,전라남도 담양군
창평시장,상설장+5일장,전라남도 담양군 창평면 사동길 14-25,전라남도 담양군 창평면 창평리 209-1,상설장+5일장,35.23810681,127.0149068,56,농수산물 외,담양사랑상품권+온누리상품권,www.damyang.go.kr,Y,Y,1919,061-380-3046,2020-10-14,4850000,전라남도 담양군
대전시장,5일장,전라남도 담양군 대전면 대치8길 28-12,전라남도 담양군 대전면 대치리 1353,5일장,35.27545595,126.8860809,19,농수산물 외,담양사랑상품권+온누리상품권,www.damyang.go.kr,Y,Y,1964,061-380-3046,2020-10-14,4850000,전라남도 담양군
남해전통시장,상설장,경상남도 남해군 남해읍 화전로 110,경상남도 남해군 남해읍 북변리 282-11,2일+7일,34.8401468400,127.8944843989,105,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,http://남해전통시장.com,Y,Y,1978,055-864-3592,2020-10-14,5430000,경상남도 남해군
이동공설시장,5일장,경상남도 남해군 이동면 무림로 63번길9,경상남도 남해군 이동면 무림리 1140,5일+10일,34.8011402919,127.9538264618,28,"농산물, 수산물",온누리상품권,,Y,Y,1933,,2020-10-14,5430000,경상남도 남해군
지족공설시장,5일장,경상남도 남해군 삼동면 동부대로 1876번길 30-1,경상남도 남해군 삼동면 지족리 200-7,1일+6일,34.8306541,128.0032982,11,"어패류, 멸치",온누리상품권,,Y,Y,1957,,2020-10-14,5430000,경상남도 남해군
남면공설시장,5일장,경상남도 남해군 남면 남서대로 785-4,경상남도 남해군 남면 당항리 1381-5,4일+9일,34.77092428,127.8853542401,18,"어패류, 농산물",온누리상품권,,Y,Y,1961,,2020-10-14,5430000,경상남도 남해군
고현공성시장,5일장,경상남도 남해군 고현면 탑동로 68-2,경상남도 남해군 고현면 대사리 768,3일+8일,34.8970183404,127.872859,26,농산물,온누리상품권,,Y,Y,1946,,2020-10-14,5430000,경상남도 남해군
계양산전통시장,상설장,인천광역시 계양구 병방시장로 69,인천광역시 계양구 병방동 383,매일,37.54794136,126.7401407,125,농축수산물,온누리상품권,,N,Y,1989,032-545-7780,2020-03-02,3550000,인천광역시 계양구
명지시장,상설장,부산광역시 강서구 신포길17번길27(명지동),부산광역시 강서구 명지동 1-377,매일,35.11253974,128.9315973,120,"농,축,수산물",온누리상품권,-,Y,Y,1945,051-271-2234,2020-09-15,3360000,부산광역시 강서구
사덕시장,5일장,부산광역시 강서구 대저로277번길 9(대저1동),부산광역시 강서구 대저1동 2343-20,"1일,6일",35.212966,128.9827059,0,"농,수산물,건어물",-,,Y,N,1933,,2020-09-15,3360000,부산광역시 강서구
덕두시장,5일장,부산광역시 강서구 공항로811번다길7(대저2동),부산광역시 강서구 대저2동 2014-29,"4일,9일",35.1795900385,128.9562077370,0,"농,수산물,건어물",-,-,Y,N,1940,,2020-09-15,3360000,부산광역시 강서구
연산골목시장상점가,상설장,부산광역시 연제구 월드컵대로3번길 38(연산동),부산광역시 연제구 연산동 775-20,매일,35.176255,129.085202,109,"식품,분식",온누리상품권,,N,Y,1970,051-868-1566,2019-04-03,3370000,부산광역시 연제구
연산1동골목상점가,상설장,부산광역시 연제구 연동로8번길 14,부산광역시 연제구 연산동 312-25,매일,35.188637,129.092834,73,"생선,음식점",온누리상품권,,N,N,2009,051-864-9338,2019-04-03,3370000,부산광역시 연제구
연일골목시장상점가,상설장,부산광역시 연제구 고분로32번길 6,부산광역시 연제구 연산동 636-13,매일,35.1852930623,129.085715981,63,"생선,음식점",온누리상품권,,N,N,2009,051-864-4175,2019-04-03,3370000,부산광역시 연제구
연미새시장,상설장,부산광역시 연제구 배산로23번길 3,부산광역시 연제구 연산동 2124-16,매일,35.1744452407,129.0945745199,35,"식품,음식점",온누리상품권,,Y,Y,1977,051-861-6298,2019-04-03,3370000,부산광역시 연제구
운암시장,상설장,광주광역시 북구 대자로 87(운암동),광주광역시 북구 운암동 94-7,매일,35.173387,126.8820047917,54,"식육, 건어물, 수산물, 청과, 채소, 의류, 음식점 등",온누리상품권,,Y,Y,1981,062-527-1719,2019-06-05,6290000,광주광역시
말바우시장,5일장,광주광역시 북구 서방로81번길 27,광주광역시 북구 우산동 190-3외,"매일(일부점포)장날(2,4,7,9일)",35.1727978,126.9220359,511,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,2005,062-262-4082,2019-06-05,6290000,광주광역시
동부시장,상설장,광주광역시 북구 중문로9번길 39,광주광역시 북구 중흥동 272-6,매일,35.1738631,126.916363,36,"마트, 분식, 카페, 방앗간, 세탁소 등",온누리상품권,,Y,Y,1981,,2019-06-05,6290000,광주광역시
송정매일시장,상설장,광주광역시 광산구 송정로29번길 64,광주광역시 광산구 송정동 813-1,매일,35.1374506431,126.7968471463,70,"농산물,생필품,수산물, 잡화 등",온누리상품권,,Y,Y,1982,062-943-4226,2019-06-05,6290000,광주광역시
송정5일시장,5일장,광주광역시 광산구 광산로30번길 65,광주광역시 광산구 송정동 884-1,"3일, 8일",35.136874,126.797204,196,"농산물,축산물, 수산물, 공산품, 의류업, 음식점 등",온누리상품권,,Y,Y,1964,062-944-9245,2019-06-05,6290000,광주광역시
비아5일시장,5일장,광주광역시 광산구 비아중앙로 26-1,광주광역시 광산구 비아동 83-5,"1일, 6일",35.2210281,126.8251880,132,"농산물,축산물, 수산물, 공산품, 의류업, 음식점 등",온누리상품권,,Y,Y,1964,062-953-3180,2019-06-05,6290000,광주광역시
1913송정역시장,상설장,광주광역시 광산구 송정로8번길 13,광주광역시 광산구 송정동 990-18,매일,35.1363748,126.791974,75,"농산물,생필품,잡화, 먹거리 등",온누리상품권,,Y,Y,1913,062-945-1155,2019-06-05,6290000,광주광역시
동부시장,상설장,전라남도 목포시 동부로17,전라남도 목포시 용당동 1052,매일,34.8054071101,126.3943235893,320,"농산물,생필품,수산물, 잡화 등",온누리상품권,무,Y,Y,1972,061-276-5787,2020-09-18,4800000,전라남도 목포시
자유시장,상설장,전라남도 목포시 자유로122,전라남도 목포시 산정동 1383,매일,34.7929643582,126.4030678460,168,농수산물,온누리상품권,무,Y,Y,1999,061-245-1615,2020-09-18,4800000,전라남도 목포시
종합수산시장,상설장,전라남도 목포시 해안로279,전라남도 목포시 광동1가 4-13,매일,34.7884236320,126.3911603494,120,수산물,온누리상품권,무,Y,Y,2004,061-245-5096,2020-09-18,4800000,전라남도 목포시
중앙식료시장,상설장,전라남도 목포시 호남로35,전라남도 목포시 남교동 88,매일,34.7949288563,126.3826300829,78,"농산물, 식료품",온누리상품권,무,Y,Y,1969,061-244-1555,2020-09-18,4800000,전라남도 목포시
항동시장,상설장,전라남도 목포시 수강로3,전라남도 목포시 수강동1가 1외,매일,34.7853645869,126.3859794883,105,"농산물,생필품,수산물, 잡화 등",온누리상품권,무,Y,Y,2005,061-247-8272,2020-09-18,4800000,전라남도 목포시
신중앙시장,상설장,전라남도 목포시 원산중앙로51,전라남도 목포시 산정동 1730,매일,34.8102550347,126.3775244487,82,"농산물,생필품,수산물, 잡화 등",온누리상품권,무,Y,Y,2009,061-273-1732,2020-09-18,4800000,전라남도 목포시
북부시장,상설장+5일장,전라북도 익산시 인북로259(남중동),전라북도 익산시 남중동 35-4,매일/4일/ 9일,35.9514130786,126.9578012226,168,농수산물 등,온누리상품권,,Y,Y,1975,063-855-6891,2020-09-18,4680000,전라북도 익산시
중앙시장,상설장,전라북도 익산시 중앙로3길27(창인동1가),전라북도 익산시 창인동1가 137-1,매일,35.9420603094,126.9497333459,174,농수산물 등,온누리상품권,,Y,Y,1947,063-855-3479,2020-09-18,4680000,전라북도 익산시
남부시장,상설장,전라북도 익산시 평동로11길12(인화동2가),전라북도 익산시 인화동2가7,매일,35.9319147,126.9533954,55,농수산물 등,온누리상품권,,Y,Y,2009,063-855-4798,2020-09-18,4680000,전라북도 익산시
구시장,상설장,전라북도 익산시 인북로34-1(인화동1가),전라북도 익산시 인화동1가 44-1,매일,35.932331,126.9507033650,90,농수산물 등,온누리상품권,,N,N,2014,063-856-7796,2020-09-18,4680000,전라북도 익산시
서동시장,상설장,전라북도 익산시 중앙로3길39-1(창인동1가),전라북도 익산시 창인동1가 115-13,매일,35.9427949123,126.9503838926,70,농수산물 등,온누리상품권,,Y,Y,2005,063-842-0063,2020-09-18,4680000,전라북도 익산시
매일시장,상설장,전라북도 익산시 중앙로3길13(창인동1가),전라북도 익산시 창인동1가 88-5,매일,35.940389,126.949675,57,"의류, 농수산물 등",온누리상품권,,Y,Y,2005,063-853-6666,2020-09-18,4680000,전라북도 익산시
함열시장,상설장+5일장,전라북도 익산시 함열읍 와리2길 8,전라북도 익산시 함열읍 와리 544-34,매일+2일+7일,36.0808285198,126.9585032,34,농수산물 등,온누리상품권,,Y,Y,1902,063-862-3872,2020-09-18,4680000,전라북도 익산시
황등시장,상설장+5일장,전라북도 익산시 황등면 황등7길 25,전라북도 익산시 황등면 황등리 588-2,매일+5일+10일,36.005994,126.945277,46,농수산물 등,온누리상품권,,Y,Y,1937,063-856-5907,2020-09-18,4680000,전라북도 익산시
금마시장,상설장+5일장,전라북도 익산시 금마면 금마4길 7,전라북도 익산시 금마면 동고도리 696-1,매일+2일+7일,35.9917671,127.0534673973,29,농수산물 등,온누리상품권,,Y,Y,1959,,2020-09-18,4680000,전라북도 익산시
익산장,상설장+5일장,전라북도 익산시 동서로18길22-13(남중동),전라북도 익산시 남중동 34-6,매일+4일+9일,35.9516990895,126.9569189912,140,농수산물 등,온누리상품권,,Y,N,2008,063-857-2661,2020-09-18,4680000,전라북도 익산시
여산시장,5일장,전라북도 익산시 여산면 서촌2길 21,전라북도 익산시 여산면 여산리 412-4,1일+6일,36.0587433151,127.0833770063,6,농수산물 등,온누리상품권,,Y,N,1937,063-856-5024,2020-09-18,4680000,전라북도 익산시
신내당시장,상설장,대구광역시 달서구 야외음악당로39동길 32,대구광역시 달서구 두류동 486-2,매일,35.85545736,128.5548234,95,,온누리상품권,,Y,N,1981,053-651-3940,2020-09-17,3470000,대구광역시 달서구
두류종합시장,상설장,대구광역시 달서구 당산동길 9,대구광역시 달서구 성당동 704-5,매일,35.84548802,128.5451448,138,,온누리상품권,,Y,N,1984,053-651-1301,2020-09-17,3470000,대구광역시 달서구
서남시장,상설장,대구광역시 달서구 달구벌대로329길 17,대구광역시 달서구 감삼동 55-5,매일,35.85436597,128.5451725,44,,온누리상품권,,Y,Y,1984,053-565-3226,2020-09-17,3470000,대구광역시 달서구
월배시장,상설장,대구광역시 달서구 월배로24길 13,대구광역시 달서구 진천동 241-3,매일,35.81407487,128.5273978066,105,,온누리상품권,,Y,N,1985,053-632-3265,2020-09-17,3470000,대구광역시 달서구
금성상가시장,상설장,부산광역시 동래구 우장춘로4번길 23-8 (온천동),부산광역시 동래구 온천2동 1407-2,매일,35.208174,129.071955,16,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,N,1976,051-553-3441,2020-10-12,3300000,부산광역시 동래구
신정시장,상설장,부산광역시 동래구 아시아드대로134번길62 (사직동),부산광역시 동래구 사직3동 128-1,매일,35.196782,129.069468,45,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,N,1977,051-502-6647,2020-10-12,3300000,부산광역시 동래구
서원시장,상설장,부산광역시 동래구 충렬대로359번길 55 (안락동),부산광역시 동래구 안락1동 425-51,매일,35.200388,129.099034,54,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,N,1977,051-523-4426,2020-10-12,3300000,부산광역시 동래구
명장시장,상설장,부산광역시 동래구 명장로64번길12 (명장동),부산광역시 동래구 명장1동 145-9,매일,35.204022,129.107485,40,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,N,1980,051-529-3375,2020-10-12,3300000,부산광역시 동래구
충렬상가시장,상설장,부산광역시 동래구 충렬대로459번길 73-10 (안락동),부산광역시 동래구 안락2동 464-21,매일,35.198085,129.109974,58,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,Y,1983,051-522-6868,2020-10-12,3300000,부산광역시 동래구
온천로터리종합시장,상설장,부산광역시 동래구 명륜로 260 (명륜동),부산광역시 동래구 명륜동 5-5,매일,35.216251,129.085282,15,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,N,1978,,2020-10-12,3300000,부산광역시 동래구
온천인정시장,상설장,부산광역시 동래구 온천장로119번길 44-10 (온천동),부산광역시 동래구 온천동 147-7 외 71필지,매일,35.2221726,129.0829477,127,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,N,N,2005,051-517-8802,2020-10-12,3300000,부산광역시 동래구
수안인정시장,상설장,부산광역시 동래구 충렬대로245번길 8 (수안동),부산광역시 동래구 수안동 275-2 외 63필지,매일,35.201499,129.086586,143,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,Y,2007,051-555-0073,2020-10-12,3300000,부산광역시 동래구
사직시장,상설장,부산광역시 동래구 사직북로34번길 48 (사직동),부산광역시 동래구 사직1동 49-1 외 57필지,매일,35.200052,129.062321,152,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,N,1978,051-506-8002,2020-10-12,3300000,부산광역시 동래구
국민시장,상설장,부산광역시 동래구 사직북로33번길 31 (사직동),부산광역시 동래구 사직2동 44-1,매일,35.1984010843,129.058288,85,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,Y,1977,051-501-4122,2020-10-12,3300000,부산광역시 동래구
금산시장,상설장,충청남도 금산군 금산읍 건삼전길 11,충청남도 금산군 금산읍 하옥리 335-1,매일,36.0999527,127.490422,79,"건어물, 기물, 철공, 일반잡화",온누리상품권,,Y,Y,1981,,2020-10-05,4550000,충청남도 금산군
중부시장,상설장,충청남도 금산군 금산읍 비범로 19,충청남도 금산군 금산읍 상리 89-4,매일,36.10453597,127.4910218,17,"농산물, 생필품, 수산물",온누리상품권,,Y,N,1989,041-753-9447,2020-10-05,4550000,충청남도 금산군
마전시장,5일장,충청남도 금산군 추부면 하마전로 9,충청남도 금산군 추부면 마전리 418,4일+9일,36.19000567,127.4676788,27,"농산물, 수산물, 일반잡화",,,Y,N,1965,041-750-2655,2020-10-05,4550000,충청남도 금산군
금산수삼센터,상설장,충청남도 금산군 금산읍 인삼약초로 22,충청남도 금산군 금산읍 중도리 24,매일,36.10039263,127.4957356,330,"인삼, 약초",온누리상품권,,Y,Y,1998,041-754-3161,2020-10-05,4550000,충청남도 금산군
금산약초시장,상설장,충청남도 금산군 금산읍 비단로 144,충청남도 금산군 금산읍 중도리 31,매일,36.1003776,127.495416,31,"인삼, 약초, 건강식품",온누리상품권,,Y,Y,1992,041-751-2098,2020-10-05,4550000,충청남도 금산군
금산인삼국제시장,상설장,충청남도 금산군 금산읍 인삼약초로 45,충청남도 금산군 금산읍 중도리 8-1,매일,36.10191749,127.4983393,203,"인삼, 약초, 건강식품",온누리상품권,,Y,Y,1986,041-752-1815,2020-10-05,4550000,충청남도 금산군
금산인삼쇼핑센터,상설장,충청남도 금산군 금산읍 인삼광장로 47,충청남도 금산군 금산읍 중도리 7-1,매일,36.10150757,127.4989586,52,"인삼, 약초, 건강식품",온누리상품권,,Y,Y,2010,041-751-2006,2020-10-05,4550000,충청남도 금산군
금산인삼전통시장,상설장,충청남도 금산군 금산읍 건삼전1길 20-12,충청남도 금산군 금산읍 중도리 533-3,매일,36.1005107,127.492377,75,"인삼, 약초, 건강식품",온누리상품권,,N,N,2011,041-751-2160,2020-10-05,4550000,충청남도 금산군
황지자유시장,상설장,강원도 태백시 시장안 1길 18-1,강원도 태백시 황지동 38 -128,상설,37.17307097,128.9929966,147,"잡화, 청과, 어류, 음식, 의류",온누리+강원+태백,없음,Y,Y,1971,033-552-2634,2020-07-13,4220000,강원도 태백시
장성중앙시장,상설장,강원도 태백시 장성1길 190,강원도 태백시 장성동 159-2,상설,37.10068327,129.0097148,51,"야채, 의류, 식육 등",태백사랑상품권+강원상품권+온누리상품권,없음,Y,Y,1977,033-581-6521,2020-07-13,4220000,강원도 태백시
창녕정기시장,5일장,,경상남도 창녕군 창녕읍 술정리 45-1,"3일,8일",35.5400727723,128.497343,,,,, , ,,,2020-10-21,5410000,경상남도 창녕군
창녕상설시장,상설장,,경상남도 창녕군 창녕읍 술정리 45-1,매일,35.5400727723,128.497343,,,,, , ,,,2020-10-21,5410000,경상남도 창녕군
남지정기시장,5일장,경상남도 창녕군 남지읍 본동길 4,,"2일,7일",35.38911665,128.4824922,,,,, , ,,,2020-10-21,5410000,경상남도 창녕군
이방정기시장,5일장,경상남도 창녕군 이방면 이방대합로 351,,"4일,9일",35.60141194,128.3828412,,,,, , ,,,2020-10-21,5410000,경상남도 창녕군
대합정기시장,5일장,경상남도 창녕군 대합면 도장골길 4-13,,"2일,7일",35.6132733,128.4721559,,,,, , ,,,2020-10-21,5410000,경상남도 창녕군
영산정기시장,5일장,경상남도 창녕군 영산면 신영산로 56,,"5일,10일",35.45704119,128.5325985,,,,, , ,,,2020-10-21,5410000,경상남도 창녕군
양동닭전길시장,상설장,광주광역시 서구 양동시장2길 32(양동),광주광역시 서구 양동 5-31,매일,35.15223119,126.9032005411,100,"그릇, 생식품, 잡화, 의류 등 (도·소매)",온누리상품권,,Y,Y,2005,062-368-7272,2020-09-25,3600000,광주광역시 서구
양동건어물시장,상설장,광주광역시 서구 천변좌로254번길 6(양동),광주광역시 서구 양동 5-160,매일,35.1531682546,126.9033302495,68,"건어물, 건고추, 견과류 등",온누리상품권,,N,Y,2006,062-361-5254,2020-09-25,3600000,광주광역시 서구
양동수산시장,상설장,광주광역시 서구 천변좌로246번길 16(양동),광주광역시 서구 양동 5-254,매일,35.1532354139,126.9016600227,69,"수산물, 농산물, 식당가 등",온누리상품권,,Y,Y,2005,062-364-5040,2020-09-25,3600000,광주광역시 서구
양동경열로시장,상설장,광주광역시 서구 경열로 144(양동),광주광역시 서구 양동 307-26,매일,35.1538247,126.9010854,116,"채소류, 의류, 정육류 등",온누리상품권,,N,Y,2012,062-363-9277,2020-09-25,3600000,광주광역시 서구
양동산업용품시장,상설장,광주광역시 서구 독립로 205(양동),광주광역시 서구 양동 62-1,매일,35.1511713484,126.9066220099,75,"전동공구, 농기계, 부속품",온누리상품권,,N,Y,2008,062-364-3370,2020-09-25,3600000,광주광역시 서구
수유중앙시장,상설장,서울특별시 강북구 노해로17길 21,서울특별시 강북구 수유동 32-2,매일,37.640341,127.0211784,32,생활용품,온누리상품구권,,Y,Y,1971,02-902-1353,2020-09-17,3080000,서울특별시 강북구
화정동서부시장,상설장,광주광역시 서구 화운로156번길 24-1(화정동),광주광역시 서구 화정동 783-5,매일,35.153025,126.8792821151,67,"축산, 건어물, 야채, 생활용품, 음식점 등",온누리상품권,,N,Y,2012,062-369-3338,2020-09-25,3600000,광주광역시 서구
밀양아리랑시장,상설장+5일장,경상남도 밀양시 상설시장1길 11,경상남도 밀양시 내일동 583-1,2+7,35.4930521,128.7525542598,218,"생선, 야채, 피복, 잡화",온누리,,Y,Y,1915,055-351-3132,2020-07-29,5360000,경상남도 밀양시
무안시장,5일장,경상남도 밀양시 무안면 사명로 502-12,경상남도 밀양시 무안리 814-10,1+6,35.4694222,128.6524855171,18,"잡화, 생선",온누리,,Y,Y,1939,,2020-07-29,5360000,경상남도 밀양시
송지시장,5일장,경상남도 밀양시 삼랑진읍 외송3길 8-1,경상남도 밀양시 송지리 359-15,4+9,35.3968678540,128.8371956906,0,"생선, 야채",온누리,,Y,N,1951,,2020-07-29,5360000,경상남도 밀양시
수산시장,상설장+5일장,경상남도 밀양시 하남읍 시서길 16,경상남도 밀양시 수산리 815-16,3+8,35.3743792,128.7086526899,58,"가공식품, 잡화",온누리,,Y,N,1951,,2020-07-29,5360000,경상남도 밀양시
송백시장,5일장,경상남도 밀양시 산내면 산내로 344-1,경상남도 밀양시 송백리 1330-1,5+10,35.5859736,128.8816030020,5,"채소, 철물",온누리,,Y,N,1957,,2020-07-29,5360000,경상남도 밀양시
완도전통시장,상설장,전라남도 완도군 완도읍 개포로34-1,,매일,34.3161042135,126.7482463347,,,,, , ,,,2020-08-18,4990000,전라남도 완도군
