날짜,국가,이름,평점,리뷰,도움
"February 16, 2020",Reviewed in the United States,Stephen Senkomago Musoke,5.0,"All I needed are strong headphones for calls, and once in a while listening to music

I am no audiophile so all sounds are normal and meet my needs. Microphone is clear and works with my laptop, phone and anywhere I can plug it",No people found this helpful
"May 24, 2019",Reviewed in the United States,Amazon Customer,4.0,"Bought them to use while connected to my phone while working out and they work perfectly fine. Haven't had them pop out once.

On the other hand, when plugged into my computer I can't get full audio from them unless I hold the mic button down. Not sure if it's just my settings or an issue with the earbuds. Just a heads up.

They work perfectly for what I needed at a decent price.",2 people found this helpful
"June 6, 2021",Reviewed in the United States,Ctapplepam,3.0,I bought these b/c I need a pair of headphones to use for getting me to sleep. these are comfortable and well priced.,No people found this helpful
"May 11, 2021",Reviewed in the United States,Robert K Youse,3.0,"for the price does what I needed, the volume is different in the earpieces though. For the price can't complain.",No people found this helpful
"June 11, 2021",Reviewed in the United States,papapanda,4.0,"It is a good decent ear plug. Sound quality is not as great as I expected but that is what you get based on its price.

I wish the connection part is L Shaped. But again this is satisfactory if you consider the price",No people found this helpful
"March 22, 2021",Reviewed in the United States,David Jackson,1.0,people can barely hear me talking to them - have to pull microphone right up to mouth to improve mic sound - unacceptable!,No people found this helpful
"September 20, 2020",Reviewed in the United States,LinkedInSecrets - Author of 4 LinkedIn Books,3.0,"These work for a while...30 days then 1 earbud, stops working completely. Bought 3 pairs, so the mean time before failure is low. Give these a pass and buy elsewhere.",No people found this helpful
"May 3, 2021",Reviewed in the United States,Ann,3.0,good lightweight ear buds mic is good sound is a little tinny one ear stopped working 3 months after purchase,No people found this helpful
"April 28, 2019",Reviewed in the United States,Dash Piskator,4.0,"My only complaint is how easily these earbuds tangle into a big knot. It doesn’t seem to affect the sound quality, but it’s really annoying. Other than that, they’re great.",2 people found this helpful
"June 23, 2019",Reviewed in the United States,John,5.0,"I hang my headphones around my neck to keep up with them, but they usually slip off and I end up having to buy another pair. When I received these, the first thing I noticed was the rubberized exterior that will make them stay around my neck without slipping off. I am extremely happy with them. Great value for the cost.",One person found this helpful
"June 8, 2021",Reviewed in the United States,James Scharmach Jr.,5.0,"Usually a cheap set of ear buds will eventually wear down in a few months, but so far, about five months in, keeps on ticking. Genuinely surprised.",No people found this helpful
"March 19, 2021",Reviewed in the United States,flatfox,3.0,Okay for podcasts/conversations etc but I would not recommend these for listening to music as the sound is very tinny.,No people found this helpful
"January 15, 2020",Reviewed in the United States,T,5.0,"They’re like $10. People are leaving 1-Star reviews because they don’t sound perfect. They have the typical earbud sound, but not at all in a bad way. Over one year with these and still going strong. I recommend these.",No people found this helpful
"February 28, 2019",Reviewed in the United States,Sianne salisbury,1.0,I only bought this item because it claimed to be iPhone compatible.It sure isn't with iPhone 8,6 people found this helpful
"November 25, 2019",Reviewed in the United States,Adam E.,2.0,"Great value, as always, with Amazon products but what I didn't like was the fit. These are different than what I consider earbuds, so they just weren't for me. If you like this style, and look at the pics, the value is great.",No people found this helpful
"July 8, 2019",Reviewed in the United States,Time4T2,5.0,"These are good for the kind of headphones they are but not nearly as good as my over the ears, noise canceling headphones, however perfect for me at the gym.",One person found this helpful
"June 8, 2020",Reviewed in the United States,Basma,3.0,Although the sound it decent yet these ear plugs are a bit flimsy. But they are really good for the price. Would highly recommend if anyone is looking for a back up (in time of need) ear plugs,No people found this helpful
"September 18, 2020",Reviewed in the United States,K. Saiz,5.0,"I use these on my Kindle Fire & cell phone. Work great for videos, zoom meetings, music. I've spent more for way less quality, sadly. Comfy for too.",No people found this helpful
"November 13, 2020",Reviewed in the United States,Yasidh,5.0,They work well for not being the brand name earphones and love that they come in a variety of color. The price was right for the quality.,No people found this helpful
"March 3, 2021",Reviewed in the United States,Kathleen Glidden,5.0,I use them to fall asleep to my audio books and most of the time they are still in my ears when I wake up :),No people found this helpful
"July 13, 2020",Reviewed in the United States,Bob Carter,5.0,"It almost looks like the same kind of buds (white) from Apple. But, they aren't. The bud is like the letter 'V'. However, the quality is just as good as Apple's.",No people found this helpful
"October 29, 2020",Reviewed in the United States,andreagifts,4.0,"I tried wearing these with the smallest caps and they still hurt my ears. They have good sound and great sound cancelling ability when pushed into ears, but then they hurt because of that.",No people found this helpful
"August 20, 2020",Reviewed in the United States,Jeff,3.0,I like the longer cable length. Sound is great. I wish the mic. was more sensitive. The cable tangles to easily due to the soft gripy coating. They should have had a tangle proof cable thus it would have been a great buy for the price.,No people found this helpful
"December 15, 2020",Reviewed in the United States,DBP,4.0,"The sound quality is a bit tinny, but I use these for sleeping, and they're surprisingly comfortable--they fit in such a way that doesn't pinch, press or bruise. Most comfortable ear buds I've found for sleeping yet! Good noise cancellation as well if you choose a snug-fitting size from the 3 sizes included.",No people found this helpful
"January 4, 2020",Reviewed in the United States,John Isenberg,4.0,"Good quality, basic ear buds. Have been durable so far, with sold reinforcements at the earbuds, the headphone connection and the L/R wire split. Paired with an Apple lightening adapter for use with iPhone.
",No people found this helpful
"June 10, 2021",Reviewed in the United States,matt77,5.0,"Good headphones for the money. Don't expect great audio quality, especially when listening to music, but overall I would highly recommend! And for the price you can't go wrong.",No people found this helpful
"May 31, 2021",Reviewed in the United States,Darrell from the Bronx,4.0,They are nice to look at and fit comfortably but appear to be a little fragile,No people found this helpful
"December 1, 2020",Reviewed in the United States,Jaimie,1.0,"The sound quality is fine, but the headphones were falling apart within a day. The connectors holding the piece with the rubber earbud to the rest of the earbud fell off immediately, exposing the wire, which then caused the earbud to easily rip off at the wire simply from being in my pocket. You're better off getting $4 earbuds at the gas station, at least they'll last a month or two.
",No people found this helpful
"June 28, 2020",Reviewed in the United States,Bill Nixon,4.0,Simple cheap headphones with decent sound quality for the price. Only has passive mouse cancellation via the ear buds. Would buy again to have on hand.,No people found this helpful
"September 3, 2020",Reviewed in the United States,Kindle Customer,1.0,The two part shape of the ear plugs surprised me. The right soft covering that went over the right earplug disappeared last week so I can't use them.,No people found this helpful
"December 4, 2020",Reviewed in the United States,Boogie Down,1.0,"Do not purchase these headphones. This is my second purchase and they do not last a year. Amazon did not honor one year warranty, buyers beware",No people found this helpful
"May 6, 2021",Reviewed in the United States,Mara,4.0,"Super basic wired earbuds. Nothing fancy. They're cheap and they get the job done and they're pink, so I'm happy!",No people found this helpful
"June 8, 2021",Reviewed in the United States,Nancy,5.0,These headphones work very well. The sound is sharp and crystal clear.,No people found this helpful
"September 8, 2020",Reviewed in the United States,jenmac5580,5.0,very comfortable and looked as appeared online. delivered on time and look the color. I would recommend and I would purchase again.,No people found this helpful
"September 11, 2019",Reviewed in the United States,Brian Paige,3.0,"I bought these to replace a pair of Sony earbuds that had one of the wires cut. These were terribly uncomfortable, especially when compared to the Sony's. On the plus side, Amazon gave me no issues with a refund.",No people found this helpful
"November 2, 2020",Reviewed in the United States,Cessa9870,5.0,Good sound quality. Very comfortable to wear for long periods. Long cord. Bright green very easy to see/find. Thanks.,No people found this helpful
"October 26, 2020",Reviewed in the United States,JEROME SHAPIRO,2.0,Not worth the price. You can go to Ross for Less stores and get the same poor quality for between $3-5 not about $13-15.,No people found this helpful
"October 14, 2019",Reviewed in the United States,R. Wilsbach,1.0,"Delivery was prompt, headphones disappointing. The sound was so tinny that I found them unusable.",2 people found this helpful
"April 24, 2019",Reviewed in the United States,Ofer Abarbanel,5.0,"AmazonBasics in-Ear Headphones with Mic - Black After Trying multiple brands names, only Amazon was actually able to create a good, long lasting and reliable product, highly recommended, Ofer Abarbanel",One person found this helpful
"February 23, 2021",Reviewed in the United States,Amir M. Seifi,1.0,I bought one and it stopped working after a month so we had it replaced and now the second one stopped working after a month!,No people found this helpful
"January 31, 2021",Reviewed in the United States,eb,5.0,"The noise cancellation is pretty good for a cheap pair of earbuds. The shape works for me, they don't feel like they're going to fall out. They're wonderful for the price, I might like the Skullcandy a bit more for sound quality.",No people found this helpful
"June 14, 2021",Reviewed in the United States,Alex,1.0,"The mic does not work. If I wiggle the cord near the connector it makes some noise so I know that is the problem area. Headphones like this always suffer from the cord wearing out, but in this case it was broken out of the box. Total junk.",No people found this helpful
"May 4, 2021",Reviewed in the United States,Mack McGarry,5.0,"It's good for the value. Not the greatest, not the worse. Definitely better than Skull candy or other low end brands. But I love that it comes in pink.",No people found this helpful
"August 14, 2019",Reviewed in the United States,Rex,4.0,Best pair of ear phones Ive ever purchased . Only flaw is that the rubber piece at the end of the cord that plugs into the phone isn’t secured well to the audio jack so it comes right off from the first use. I superglued it to keep it from sliding off,No people found this helpful
"April 7, 2021",Reviewed in the United States,Lisa Reckart,4.0,Very comfortable in ears. Goid sound quality. Worried they'd be horrible for how inexpensive they were. Would buy again.,No people found this helpful
"January 26, 2020",Reviewed in the United States,Lee,5.0,Didn't expect much from off brand ear buds but these last forever and are mostly comfortable for sleeping. Will buy another pair if my current pair ever gives out.,No people found this helpful
"January 11, 2020",Reviewed in the United States,Jennifer A Lopez,2.0,"Within a month, my son was complaining that the volume would suddenly go all the way up or down when he wasn't even touching them. They stopped working altogether about a week later.",No people found this helpful
"February 6, 2021",Reviewed in the United States,Wende,5.0,"Great fitting,comfortable and sounds awesome. Definitely worth the price.",No people found this helpful
"November 21, 2020",Reviewed in the United States,Jeff Rice,4.0,Easily paired with my laptop and works great with net meetings. Music plays well over them,No people found this helpful
"April 21, 2021",Reviewed in the United States,kasandra gonzalez,1.0,No recomiendo esos audífonos no se escucha perfectamente para nada se le va el volumen y no se lo recomiendo las personas que lo compro mejor que se lo compran en la tienda,No people found this helpful
"July 8, 2019",Reviewed in the United States,SayaSherrice,5.0,These are the best pair of headphones I've purchased and will be getting more in the future! That have some of the best sound qualities that just can't be beat!,One person found this helpful
"March 20, 2020",Reviewed in the United States,k---h,1.0,"They stopped working 3 seconds after i started listening. Not even worth sending back.
The only place I'm sending these too is the trash.",No people found this helpful
"April 2, 2019",Reviewed in the United States,Machinegunkid,4.0,Very good sound quality.,4 people found this helpful
"September 9, 2020",Reviewed in the United States,Andrew Ingraham,3.0,"They are headphones, the sound quality is OK, but the range of sound is poor. Low end bass notes don't exist and the high end is very stretched and painful. The product quality is kind of low and I don't expect them to last long. Add that to over month for delivery there are much better budget headphone options.",No people found this helpful
"October 19, 2019",Reviewed in the United States,Aunt Tagonist,4.0,These are good for sound and nice for my book listening. They are sort of hard and odd shaped. They don't really fit in my ears and the one side for sure is uncomfortable.,No people found this helpful
"March 24, 2020",Reviewed in the United States,C. Beller,2.0,These are fine headphones but don't expect to use them for the mic functionality. Everyone complains of extreme static when I try to speak from the mic. It's pretty much useless.,No people found this helpful
"June 30, 2020",Reviewed in the United States,Tiny,5.0,"As advertised, cheap headphones, with an AV plug, which fit my needs for the Playstation, the laptop, and the car.",No people found this helpful
"August 5, 2019",Reviewed in the United States,grubniffer,5.0,just what I needed for my phone. the soft ear plugs fit in my ears perfectly. other styles always fall out or are so loose I cannot hear. these are great fitting & sound quality is awesome,No people found this helpful
"January 3, 2021",Reviewed in the United States,Nick,2.0,The material it is made of causes the cords to stick and wind up together. Hard for body movement. Not a smooth plastic coating,One person found this helpful
"July 1, 2020",Reviewed in the United States,Amazon Customer,5.0,These work nice able to turn up volume loud long cord three replacement what I call heads the squishy things that go on top you put in your ear and the delivery was fast,No people found this helpful
"June 19, 2021",Reviewed in the United States,Howie,4.0,Voice not so clear but sound is ok,No people found this helpful
"June 21, 2019",Reviewed in the United States,Conscientious consumer,5.0,My daughter breaks a lot of headphones. These are very sturdy and have lasted a month so far. The cheaper ones sometimes don’t last a week.,One person found this helpful
"April 9, 2021",Reviewed in the United States,MARCELA WILSON,5.0,"Incredible sound for the price, very pleased.",No people found this helpful
"June 23, 2019",Reviewed in the United States,Mad Magyar,4.0,"Sounds good for the price. It replaced a broken Sony ear bud that lasted a couple years. Fits OK.
Didn’t use call function. Works great on my old iPod.",One person found this helpful
"July 30, 2020",Reviewed in the United States,AM,2.0,"Fit well. Sound is tinny, thin, and not high quality. Sound quality varies from one pair to another.",No people found this helpful
"February 18, 2020",Reviewed in the United States,Mitchell Bombard,5.0,"Sounds great, held up to a little bit of abuse. Strange shape but fit in my ears great. I'd definitely revisit these when they wear out.",No people found this helpful
"September 30, 2019",Reviewed in the United States,loretta a,5.0,"Finally comfortable and each is marked for the left, right ear. Great for older adult like me.",One person found this helpful
"December 8, 2019",Reviewed in the United States,Bill from 336,4.0,Great quality. Sound is equal to many that cost twice as much. These are blessedly inexpensive enough you don't cry when the cats get hold of them. :-),No people found this helpful
"October 10, 2019",Reviewed in the United States,Jacob Rudolph,3.0,"You can tell these headphones are pretty cheap but what can you expect for the price? I’d recommend for the person who loses their headphones a lot, like myself lol",No people found this helpful
"April 21, 2021",Reviewed in the United States,Ashley Ryan,5.0,Decent price and works with no problems.,No people found this helpful
"June 17, 2019",Reviewed in the United States,Amazon Customer,5.0,My previous pair broke quite quickly so I bought this different type and it's so far working great,One person found this helpful
"May 5, 2021",Reviewed in the United States,TeeCee,4.0,For school - takes a beating,No people found this helpful
"September 30, 2020",Reviewed in the United States,DGJerz,2.0,I used it every day for a few months. It no longer works -- no sound in either ear.,No people found this helpful
"February 16, 2021",Reviewed in the United States,Simran Khanuja 3,5.0,there is nothing to like or dislike for this product . its a decent set of headphones for the given price. like that it comes with a set of extra buds .,No people found this helpful
"October 1, 2019",Reviewed in the United States,AntMan,5.0,I needed something that would allow me to listen to podcasts and music to help me sleep while not distributing my wife. These are comfortable and the sound is fine,No people found this helpful
"November 29, 2019",Reviewed in the United States,Amazon Customer,5.0,This is the 2nd pair of Amazon headphones I've purchased. This model is even better than the last. I'd say comparable to $40-$50 range earphones I've tried.,No people found this helpful
"May 27, 2021",Reviewed in the United States,Adirondackdarling,4.0,Great sound for the cost!,No people found this helpful
"June 5, 2021",Reviewed in the United States,"A.C./ MOBETR4 -Chicago,Ill",2.0,"Arrived timely, however don't stay in the ears!!! Don't remain in the ears.",No people found this helpful
"February 22, 2021",Reviewed in the United States,Lisa,5.0,"I am using them as I type this review. I chose them for the price. The color does not match the device I would carry outside. So, I only use them with my laptop. However , they work well with every device I have. These ear buds work suit my needs. Hope this helps.",No people found this helpful
"May 3, 2021",Reviewed in the United States,SAlberts,5.0,"Perfect fit for ear, similar to the Panasonic earbuds
Very good price, most earbuds don't fit near this good
It even has a microphone",No people found this helpful
"August 24, 2019",Reviewed in the United States,Katie D,4.0,Essentially as advertised but they didn’t fit in my 8 year old ear because they have a little hook thing. The simple version of the soft earbuds fits her ears great.,No people found this helpful
"May 5, 2020",Reviewed in the United States,NO,2.0,"Ear pieces are small. Basic item, get what you paid for.

Update. Buy the $3 pair. Same as these.",No people found this helpful
"September 8, 2020",Reviewed in the United States,missygoods,5.0,Works very well i did had to get adapter but i was getting tired of the earbuds,No people found this helpful
"May 28, 2020",Reviewed in the United States,Christina,2.0,"After 3 weeks of daily use (just using with a computer for video conferences/music/etc.), the headphones no longer work properly. When I talk in meetings, I'm now told that it sounds like I'm far away or in a tunnel, and it only sounds right if I hold the cord at a certain angle. I don't recommend these if you're looking for daily use headphones.",No people found this helpful
"August 4, 2020",Reviewed in the United States,Theresa,2.0,"Does not stay in my ear AND can not even hear out of them unless I press the butten on the side and hold it, I mean, wo wants to do that?.
DO NOT RECOMMEND",No people found this helpful
"October 10, 2020",Reviewed in the United States,E,2.0,"These produce a lot of background static. Apart from that they are ok, but definitely overpriced. They should cost a few dollars not 15.",No people found this helpful
"December 1, 2020",Reviewed in the United States,Drammie,5.0,"My grandson wanted a new pair, nothing fancy, and he was very pleased with these",No people found this helpful
"November 3, 2019",Reviewed in the United States,Viewer Pro,4.0,"The connector does not work properly on the Amazon FIRE HD8. On stereo sound content, you will LOSE center channel dialog. Also, No volume control.",No people found this helpful
"March 28, 2021",Reviewed in the United States,Mary Rose,5.0,Comfortable and works fine,No people found this helpful
"April 26, 2021",Reviewed in the United States,Daniel Gillo,2.0,They are a good pair of earbuds however the ones I received were damaged. Every time I plug them in my phone keeps thinking I'm turning down the volume when I'm not doing anything. Maybe better shipping would have made the earbuds not damaged and useable,No people found this helpful
"April 15, 2021",Reviewed in the United States,beka,5.0,thanks very good headphone,No people found this helpful
"July 29, 2020",Reviewed in the United States,Edward,4.0,"Simplistic yet great, these earbuds are definitely worth it. Only drawback is that the headphone jack is vertical, i prefer the L Shaped jacks.",No people found this helpful
"January 17, 2021",Reviewed in the United States,John Mayfield,5.0,"Great Sound And Great Acoustics
Would Recommend",No people found this helpful
"November 17, 2020",Reviewed in the United States,Jen,2.0,Ordered a few pairs for back to school. None of them lasted more than a month...,No people found this helpful
"December 13, 2019",Reviewed in the United States,YLira,5.0,"Works great so far and it’s pretty much a noise cancelling pair of earphones! They’re great for what I need them for. I use them with my laptop in order to watch videos for nursing school, Love these and they’re priced pretty well!",No people found this helpful
"September 9, 2019",Reviewed in the United States,Faeries,3.0,"Not very good sound. It’s okay if you just want to hear something. I think it’s okay for shows, but not for music. It sounded like some instruments were missing in a song.",No people found this helpful
"June 6, 2020",Reviewed in the United States,good,3.0,stopped working after a short time. you get what you pay for and it wasnt very expensive.,No people found this helpful
"May 13, 2021",Reviewed in the United States,Roy R.,1.0,Can’t hear,One person found this helpful
"July 8, 2019",Reviewed in the United States,Ada Lane,5.0,Love my new pink ear buds. Use them when I watch tv shows or movies on my lap top. I have a roommate and I can enjoy these without disturbing her. Good quality for the price.,One person found this helpful
"May 9, 2021",Reviewed in the United States,Jojo1234,5.0,Fine product,No people found this helpful
"March 7, 2021",Reviewed in the United States,Joseph Martinez,5.0,Sound quality is great.,No people found this helpful
"May 16, 2021",Reviewed in the United States,ronwar32,5.0,Felt good and secure in my ears,No people found this helpful
"June 17, 2021",Reviewed in the United States,Liz Angela Barrios Osorio,5.0,Good,No people found this helpful
"April 28, 2021",Reviewed in the United States,Bob B.,1.0,"You get what you pay for, they are cheap but don't last",No people found this helpful
"June 27, 2019",Reviewed in the United States,Martin B.,4.0,A really great value. Work great. I am very happy with this purchase.,One person found this helpful
"May 18, 2020",Reviewed in the United States,Ivy R Rivello,3.0,"Wires very thin doesn't cancel noise, only + is comfy save your money for a better pair",No people found this helpful
"September 15, 2019",Reviewed in the United States,Book Babe,5.0,"I lay down at night and am a side sleeper. So, I like these cause the soft buds don't hurt my ear if I want to watch a movie and go to sleep.",No people found this helpful
"February 13, 2021",Reviewed in the United States,A Heck,3.0,"First of all, within a few weeks of having these earbuds the left ear bud doesn't even work and I haven't even done anything to it, also the left earbud fell of tonight. (Completely fell off)",No people found this helpful
"June 30, 2019",Reviewed in the United States,AM,1.0,"I took a chance on these after the last couple pairs of skullcandy ear buds had issues. These arrived with a broken wire and only about halfway work. They're very comfortable, but if they don't work, then what's the point?",No people found this helpful
"June 16, 2019",Reviewed in the United States,Allie Moreno,5.0,"Great quality, super comfortable, and does just what I need them to do.",One person found this helpful
"April 1, 2021",Reviewed in the United States,Linnette,5.0,Very good product mu husband got me this last year for Christmas I lost them wanted to get new one had to come back to these worth the investment good bass noice cancelling super light weight in your ears,No people found this helpful
"July 29, 2020",Reviewed in the United States,K Smith,1.0,Could use them since it has the wrong male end for iPhone 8 and newer,No people found this helpful
"May 14, 2019",Reviewed in the United States,CR,5.0,"I have been using Skullcandy brand of headphones for a few years. I haven't been able to find them, so I had to buy a new brand. I love the Amazon brand. I did not see any difference in the sound. I will most definitely buy these again.",One person found this helpful
"February 13, 2020",Reviewed in the United States,NiJo,4.0,"Pretty basic headphones. Not great, comes in a few different colors. On off switch on the cord. The jack comes straight out, would prefer a bent jack.",No people found this helpful
"June 4, 2020",Reviewed in the United States,E. Reusch,5.0,"Very deep sound, which was unexpected. They work on both my Xbox One controller and my laptop. A good buy guy the price.",No people found this helpful
"November 19, 2020",Reviewed in the United States,Amazon Customer,3.0,"Everything about these headphones worked except that the microphone did not pick up sound very well. In meetings, people told me I sounded quiet, far a way, or hard to understand. That being said, they got me through Zoom classes and work meetings for many months.",No people found this helpful
"March 30, 2021",Reviewed in the United States,Feanna Vang,5.0,Sound quality is good,No people found this helpful
"October 30, 2020",Reviewed in the United States,Jais7,5.0,Great. Another great item from AmzonBasics!,No people found this helpful
"August 9, 2020",Reviewed in the United States,Yb,4.0,Pretty good for the price and lasts for maybe 3 to 5 months.,No people found this helpful
"March 21, 2021",Reviewed in the United States,Antoinette,1.0,"Product broke right away, I had to buy new ones 3 days later",No people found this helpful
"July 31, 2019",Reviewed in the United States,Enrique,3.0,ok headphone if you don't care much about quality of sound. these are ok for airplane trips for examples. would not use on a regular basis.,No people found this helpful
"November 27, 2019",Reviewed in the United States,Alex and Heather Chapman,5.0,"Bought these in May, and continue to find them comfortable. Use them to listen to music, and also make phone calls.",No people found this helpful
"June 14, 2020",Reviewed in the United States,Randi Caster,1.0,"Did not fit 1 phone 10X as advertised
Waste of money and false advertising
BERY DISAPPOINTED",No people found this helpful
"March 3, 2021",Reviewed in the United States,LLOYD B ARNOLD,5.0,Great,No people found this helpful
"October 19, 2019",Reviewed in the United States,zhun zhu,4.0,"Consider the price，the earbuds are good enough. However, the wire has been broken when I dragged the right side too hard.",No people found this helpful
"May 20, 2021",Reviewed in the United States,Patricia Capps,5.0,U get what u pat for. Wore out within a ciuple weeks,No people found this helpful
"March 1, 2021",Reviewed in the United States,Aaron K.,3.0,The start/stop button stopped working after a few weeks,No people found this helpful
"December 28, 2020",Reviewed in the United States,S. Buck,5.0,As described,No people found this helpful
"October 10, 2019",Reviewed in the United States,Ginnyls,2.0,The ear pieces are shaped wrong for my ear and they keep falling out. At least they weren’t terribly expensive.,No people found this helpful
"October 22, 2020",Reviewed in the United States,Nicole,5.0,"Needed new earbuds for working remotely, very happy with these",No people found this helpful
"February 10, 2020",Reviewed in the United States,Suzette,2.0,"The sound, for no reason at all, goes from speakers to earphones. Quite aggravating.",No people found this helpful
"June 13, 2019",Reviewed in the United States,Kerryann Ifill,3.0,"These ear buds are ok, but I was severely disappointed with the behaviour exhibited by my kindle fire. Once plugged in, my kindle kept losing volume so thought sound quality is ok, the ear buds are a total washout!",One person found this helpful
"August 8, 2019",Reviewed in the United States,Michael A. Poli,3.0,"Basic. Good sound quality. More bass than I was expecting. Tangle free. For $8 you can’t go wrong.

Updated: these DO NOT have a microphone. Not accurate description",No people found this helpful
"August 6, 2020",Reviewed in the United States,Jennifer Stoll,5.0,Bought these for my daughter. They work and for good.,No people found this helpful
"May 13, 2021",Reviewed in the United States,Valerie.M,1.0,"They didn’t even last a whole month, very disappointed, not worth the price for dollar store quality.",One person found this helpful
"February 22, 2020",Reviewed in the United States,Tina Rush,1.0,They didn't last longer than two weeks the was static in the. From the beginning,No people found this helpful
"July 28, 2020",Reviewed in the United States,JM,1.0,Under 2 months....left side ear bud no longer works.,No people found this helpful
"June 12, 2021",Reviewed in the United States,Kim McCoy,1.0,Didnt last long,No people found this helpful
"June 26, 2020",Reviewed in the United States,Amazon Customer,1.0,You have to play with it for it to I have in the phone mic does not work,No people found this helpful
"November 2, 2020",Reviewed in the United States,Toni,1.0,No one can hear and there is an echo.,No people found this helpful
"July 26, 2020",Reviewed in the United States,Doc IA,4.0,The sound is good. The price was great.,No people found this helpful
"July 14, 2019",Reviewed in the United States,gary55305,5.0,They sound fine for the price.,One person found this helpful
"October 4, 2019",Reviewed in the United States,CElkins86,4.0,"Good product for the money. Bought these for my daughter to use at school, sound quality is pretty good.",No people found this helpful
"October 2, 2020",Reviewed in the United States,Chelsey,1.0,"The mic on the earphones randomly fell off one day. I’ve only had these for a month. Don’t buy.
",No people found this helpful
"August 16, 2020",Reviewed in the United States,Louis Ottaviani,5.0,work great for teaching remotely,No people found this helpful
"December 17, 2019",Reviewed in the United States,Kate Rene,1.0,Stopped working almost immediately...after a few uses no sound came out. Not pleased.,No people found this helpful
"September 18, 2020",Reviewed in the United States,Jenny,5.0,"good price, good sound.",No people found this helpful
"September 11, 2020",Reviewed in the United States,Marina Predeina,5.0,I love these headphones - those are cheap and work great. Finally I was able to find quality headphones in different colors - which makes it easier to track my headphones between those of other family members. Very excited to use them for my Zoom meetings :-),No people found this helpful
"November 7, 2020",Reviewed in the United States,Sammee,5.0,Great sound,No people found this helpful
"January 8, 2021",Reviewed in the United States,Tomatoe,5.0,Nice,One person found this helpful
"May 21, 2019",Reviewed in the United States,Robert N. Mckay,5.0,Dont waste your money on anything else,One person found this helpful
"October 5, 2019",Reviewed in the United States,mousehunter,5.0,Great value for great earbuds. I recommend these earbuds & use them constantly. The wire is sturdier than Sony.,No people found this helpful
"June 6, 2020",Reviewed in the United States,shannon newman,5.0,My kids really like these headphones and they're very affordable,No people found this helpful
"May 24, 2019",Reviewed in the United States,Toni,5.0,See earphone are great. They fit well in my ear and the sounds is really good.,One person found this helpful
"July 19, 2019",Reviewed in the United States,javierm,4.0,"Affordable and still working, like the color, easier to find",One person found this helpful
"October 19, 2019",Reviewed in the United States,AbPunkin,2.0,These earbuds are comfortable but they started having a buzzing noise after just a few uses.,No people found this helpful
"December 27, 2019",Reviewed in the United States,Sandy,4.0,"Not bad, especially since we got them on sale. Works pretty well. Will tangle very easily.",No people found this helpful
"May 22, 2019",Reviewed in the United States,J.K.,5.0,Very good price. Well made product.,One person found this helpful
"October 9, 2019",Reviewed in the United States,NW,1.0,This is a really really cheap product and I could not believe how it became an Amazon brand product.,No people found this helpful
"June 17, 2019",Reviewed in the United States,Greg,5.0,Good quality for the price,One person found this helpful
"May 16, 2019",Reviewed in the United States,Cláudio chicapué,5.0,"better relation of coast and benefits, recommend.",One person found this helpful
"January 10, 2020",Reviewed in the United States,Jon E. Steiner,1.0,I bought 2 refurbished. One worked with my Moto g7 power. Lesson learned,No people found this helpful
"October 26, 2020",Reviewed in the United States,Kitrina L Budyach,2.0,"Cheap, weak wiring, quit working after a few days",No people found this helpful
"April 8, 2021",Reviewed in the United States,Cheyenne B.,3.0,"Dislike the sound quality, it works but just isn’t what I thought it would be. The ear piece kind of hurts my ears after awhile but I may just need the smaller ear piece inserted.",No people found this helpful
"September 16, 2020",Reviewed in the United States,Eric dj,5.0,Works great,No people found this helpful
"March 11, 2020",Reviewed in the United States,P. Bradt,5.0,I've bought expensive buds and these are just as good!,No people found this helpful
"April 21, 2021",Reviewed in the United States,Carlos B. Jones,5.0,I use earbuds to teach music on-line & needed something that didn't get all tangled up. These are working out fine & dandy!!! Quality sound for a great price!,No people found this helpful
"May 18, 2019",Reviewed in the United States,Heather,5.0,Looking for inexpensive headphones that get the job done? These wired well for me. Appreciate the bright color and reputable brand,One person found this helpful
"January 29, 2020",Reviewed in the United States,Ksimomo,5.0,"These little guys work really well. Good sound quality and noise cancellation. Also comes with different sized, soft rubber, tips. 10/10 would recommend, especially for the price. Great product.",No people found this helpful
"July 17, 2019",Reviewed in the United States,TJ,5.0,As expected,One person found this helpful
"August 29, 2019",Reviewed in the United States,jrgoddess,5.0,They worth fine. Sound quality is decent. I like that they have a mic four hands free talking.,No people found this helpful
"January 12, 2020",Reviewed in the United States,Christea Hill,4.0,Great for the price. I use these as my back set. I would purchase again.,No people found this helpful
"August 30, 2019",Reviewed in the United States,Cherish Holcomb,1.0,"Bought these on July 15th and it's now August 30th and they have already stopped working. I Have only used them a handful of times. It's ridiculous!!! I am about to go on a trip and was planning on taking my headphones for the plane. I have never had a problem with any other amazon basic items, so I am not a happy camper!",No people found this helpful
"December 9, 2019",Reviewed in the United States,Susan A Barch,5.0,"Useful, reasonably priced, set of extra earbuds. Just fine for basic!",No people found this helpful
"December 18, 2019",Reviewed in the United States,Coach Kevin,5.0,I used these for audio recording bands live. Something small and works well enough. Better than carrying around full size headphones all the time!,No people found this helpful
"November 11, 2020",Reviewed in the United States,davey2point0,5.0,"Good basic ear buds. Bought for work, haven't had any problems. Like that their is the control to pause/stop sound from the headphones",No people found this helpful
